title,audience_score,plot_des,release_year,runtime,budget,box_office_gross,studio,mpaa_rating,theater_release_date,directors,casts,genre,award
SHADOWS IN THE SUN,67,An aspiring young writer (Jackson) tracks a literary titan (Keitel) suffering from writers block to his refuge in rural Italy and learns about life and love from the irascible genius and his daughters.,2005,100,13251971,46968,Studio Eight Productions,Unrated,11/13/2005,['Brad Mirman'],"['Harvey Keitel', 'Claire Forlani', 'Giancarlo Giannini', 'Joshua Jackson']","['Comedy', 'Drama', 'Romance']",0
LONDON,65,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,2005,92,18552,26982,Destination Films,R,2/10/2006,['Hunter Richards'],"['Jessica Biel', 'Chris Evans', 'Jason Statham', 'Joy Bryant']","['Drama', 'Romance']",0
LOST IN LOVE,61,A modern day treasure hunt for a mystical relic that turns into a love story for all time.,2005,100,7951182,69510,Cinema Seven Productions,PG-13,12/27/2010,['Udayan Prasad'],"['Matthew Modine', 'Richard Griffiths', 'Alki David', 'Agni Scott']","['Comedy', 'Romance']",0
PIRANHA 3D,54,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",2010,88,28485636,98736160,Dimension Films,R,8/20/2010,['Alexandre Aja'],"['Elisabeth Shue', ""Jerry O'Connell"", 'Richard Dreyfuss', 'Ving Rhames']","['Comedy', 'Fantasy', 'Horror', 'Romance']",0
WHOS YOUR CADDY,22,When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but it's nothing that he and his entourage can't handle.,2007,93,8737626,7131682,Ascendant Pictures,PG-13,7/27/2007,['Don Michael Paul'],"['Big Boi', 'Jeffrey Jones', 'Terry Crews', 'Mick Partridge']","['Comedy', 'Sport']",0
WAR INC,56,"A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician.",2008,107,12020780,1558114,New Crime Productions,R,6/13/2008,['Joshua Seftel'],"['John Cusack', 'Marisa Tomei', 'Hilary Duff', 'Joan Cusack']","['Action', 'Comedy', 'Thriller']",0
ZOOKEEPER,52,"A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious.",2011,102,92046643,195429704,Columbia Pictures,PG,7/8/2011,['Frank Coraci'],"['Kevin James', 'Rosario Dawson', 'Leslie Bibb', 'Ken Jeong']","['Comedy', 'Family', 'Fantasy', 'Romance']",0
SCREAM 4,61,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",2011,111,46023321,111872823,Dimension Films,R,4/15/2011,['Wes Craven'],"['Neve Campbell', 'Courteney Cox', 'David Arquette', 'Lucy Hale']","['Horror', 'Mystery']",0
NO MANS LAND,73,A young lawyer from the city travels to the Gobi desert where he embarks on a series of adventures and challenges.,2013,118,2577477,46447609,Beijing Golden Harvest Entertainment Co.,,12/3/2013,['Hao Ning'],"['Zheng Xu', 'Duobujie', 'Nan Yu', 'Bo Huang']","['Adventure', 'Crime', 'Drama', 'Thriller', 'Western']",0
TEES MAAR KHAN,26,"Posing as a movie producer, a conman attempts to trick an entire village into helping him rob a treasure-laden train.",2010,135,4984986,16239108,Hari Om Entertainment Company,Unrated,12/24/2010,['Farah Khan'],"['Akshay Kumar', 'Katrina Kaif', 'Akshaye Khanna', 'Rajiv Laxman']","['Comedy', 'Crime']",0
RUBBER,58,"A homicidal car tire, discovering it has destructive psionic power, sets its sights on a desert town once a mysterious woman becomes its obsession.",2010,82,593450,120742,Realitism Films,R,11/10/2010,['Quentin Dupieux'],"['Stephen Spinella', 'Roxane Mesquida', 'Wings Hauser', 'Jack Plotnick']","['Comedy', 'Fantasy', 'Horror']",0
NAKED HARBOUR,65,Naked Harbour tells the story of people who seek love and acceptance at any cost.,2012,123,1871243,1248108,First Floor Productions,,2/3/2012,['Aku Louhimies'],"['Alma Pöysti', 'Aino Louhimies', 'Sean Pertwee', 'Deogracias Masomi']",['Drama'],0
THE ANGRY BIRDS MOVIE,63,"When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",2016,97,78719383,379938487,Columbia Pictures,PG,5/20/2016,"['Clay Kaytis', 'Fergal Reilly']","['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",0
THE BOUNCE BACK,52,A relationship guru and best-selling author finds himself falling for the licensed therapist who questions his methods.,2016,104,3235043,454420,Ankle Sock & Baseball Pants,PG-13,12/9/2016,['Youssef Delara'],"['Shemar Moore', 'Nadine Velazquez', 'Bill Bellamy', 'Nadja Alaya']","['Comedy', 'Romance']",0
CUMALI CEBER,10,Cumali Ceber goes to a vacation with his children.,2017,100,10558,1494849,Retropro,,8/4/2017,['Gökhan Gök'],"['Halil Söyletmez', 'Doga Konakoglu', 'Emre Keskin', 'Ceyda Saltadal']",['Comedy'],0
CAPERNAUM,84,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",2018,126,4122720,66393326,Mooz Films,R,9/20/2018,['Nadine Labaki'],"['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad']",['Drama'],0
MY BLOODY VALENTINE,63,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.,1981,90,6548573,16149439,Canadian Film Development Corporation (CFDC),R,2/11/1981,['George Mihalka'],"['Paul Kelman', 'Lori Hallier', 'Neil Affleck', 'Keith Knight']","['Horror', 'Mystery', 'Thriller']",0
CANNONBALL RUN II,51,The original characters from The Cannonball Run (1981) race across the country once more in various cars and trucks.,1984,108,49819249,69941425,Arcafin B.V.,PG,6/29/1984,"['Hal Needham', 'Ralph Bakshi']","['Burt Reynolds', 'Dom DeLuise', 'Dean Martin', 'Sammy Davis Jr.']","['Action', 'Comedy']",0
KING SOLOMONS MINES,52,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,1985,100,30066333,36217821,The Cannon Group,PG-13,11/22/1985,['J. Lee Thompson'],"['Richard Chamberlain', 'Sharon Stone', 'Herbert Lom', 'John Rhys-Davies']","['Action', 'Adventure', 'Comedy', 'Romance']",0
PROJECT X,61,"An Air Force pilot joins a top secret military experiment involving chimps, but begins to suspect there might be something more to the mysterious ""Project X"".",1987,108,41008785,49186381,Amercent Films,PG,4/17/1987,['Jonathan Kaplan'],"['Matthew Broderick', 'Helen Hunt', 'Willie', 'Okko']","['Comedy', 'Drama', 'Sci-Fi', 'Thriller']",0
THE LAND BEFORE TIME,74,An orphaned brontosaurus teams up with other young dinosaurs in order to reunite with their families in a valley.,1988,69,27346893,184779340,Lucasfilm,G,11/18/1988,['Don Bluth'],"['Pat Hingle', 'Gabriel Damon', 'Judith Barsi', 'Helen Shaver']","['Animation', 'Adventure', 'Drama', 'Family']",0
MIDNIGHT RUN,75,"An accountant is chased by bounty hunters, the F.B.I., and the Mafia after jumping bail.",1988,126,65632544,178550287,Universal Pictures,R,7/20/1988,['Martin Brest'],"['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton']","['Action', 'Comedy', 'Crime', 'Thriller']",1
LOOK WHOS TALKING NOW,44,"The dogs can talk at a family of 4, where mom loses her job the same day dad gets a job as pilot for a cute, single boss.",1993,96,39403750,18520233,TriStar Pictures,PG-13,11/5/1993,['Tom Ropelewski'],"['John Travolta', 'Kirstie Alley', 'David Gallagher', 'Tabitha Lupien']","['Comedy', 'Family', 'Romance']",0
TO DIE FOR,68,A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,1995,106,33964698,36146104,Columbia Pictures,R,10/6/1995,['Gus Van Sant'],"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck']","['Comedy', 'Crime', 'Drama', 'Thriller']",0
STEPMOM,68,"A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother.",1998,125,79389877,253588405,TriStar Pictures,PG-13,12/25/1998,['Chris Columbus'],"['Julia Roberts', 'Susan Sarandon', 'Ed Harris', 'Jena Malone']","['Comedy', 'Drama']",0
AMLIE,83,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",2001,122,14613833,254170730,Claudie Ossard Productions,R,2/8/2002,['Jean-Pierre Jeunet'],"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta']","['Comedy', 'Romance']",0
HOW TO LOSE A GUY IN 10 DAYS,64,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.",2003,116,70329076,249671577,Lynda Obst Productions,PG-13,2/7/2003,['Donald Petrie'],"['Kate Hudson', 'Matthew McConaughey', 'Adam Goldberg', 'Kathryn Hahn']","['Comedy', 'Romance']",0
SHAKE IT,61,"Jakob proposes to his boyfriend, Jørgen, during a party in their apartment. He later kisses Caroline, the wife of Jørgen's brother. It becomes an affair.",2001,98,24112826,123001,Angel Films,Unrated,11/16/2001,['Hella Joof'],"['Mads Mikkelsen', 'Charlotte Munck', 'Troels Lyby', 'Jesper Lohmann']","['Comedy', 'Romance', 'Drama']",0
BLOODY SUNDAY,76,"A dramatization of the Irish civil rights protest march and subsequent massacre by British troops on January 30, 1972.",2002,107,2877276,2530117,Bórd Scannán na hÉireann,R,4/19/2002,['Paul Greengrass'],"['James Nesbitt', 'Tim Pigott-Smith', 'Nicholas Farrell', 'Allan Gildea']","['Drama', 'History', 'War']",0
JACKASS THE MOVIE,66,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.,2002,87,7193190,114362856,Paramount Pictures,R,10/25/2002,['Jeff Tremaine'],"['Johnny Knoxville', 'Bam Margera', 'Chris Pontius', 'Steve-O']","['Documentary', 'Action', 'Comedy']",0
BLIND HORIZON,56,"At the hospital, Frank comes out of a coma with amnesia. The sheriff wants to know who shot him. Later Frank remembers that something's happening to the president. Who is Frank?",2003,99,7032907,285166,Millennium Films,R,3/5/2004,['Michael Haussman'],"['Val Kilmer', 'Neve Campbell', 'Sam Shepard', 'Noble Willingham']","['Drama', 'Mystery', 'Thriller']",0
MANDERLAY,73,"A story of slavery, set in the southern U.S. in the 1930s.",2005,139,18817799,894399,Zentropa Entertainments,Unrated,6/3/2005,['Lars von Trier'],"['Bryce Dallas Howard', 'Isaach De Bankolé', 'Danny Glover', 'Willem Dafoe']",['Drama'],0
50 FIRST DATES,68,Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,2004,99,102757146,271992596,Columbia Pictures,PG-13,2/13/2004,['Peter Segal'],"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Sean Astin']","['Comedy', 'Drama', 'Romance']",0
FREEDOMLAND,51,A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.,2006,113,48353751,18814671,Revolution Studios,R,2/17/2006,['Joe Roth'],"['Julianne Moore', 'Samuel L. Jackson', 'Edie Falco', 'Ron Eldard']","['Crime', 'Drama', 'Mystery', 'Thriller']",0
THE UPSIDE OF ANGER,68,"When her husband unexpectedly disappears, a sharp-witted suburban wife and her daughters juggle their mom's romantic dilemmas and family dynamics.",2005,118,15902365,37420238,New Line Cinema,R,4/1/2005,['Mike Binder'],"['Joan Allen', 'Kevin Costner', 'Erika Christensen', 'Evan Rachel Wood']","['Comedy', 'Drama']",1
AUGUST,53,"August centers on two brothers fighting to keep their start-up company afloat on Wall Street during August 2001, a month before the 9/11 terrorist attacks.",2008,88,4087065,15189,57th & Irving Productions,R,10/8/2009,['Austin Chick'],"['Josh Hartnett', 'Naomie Harris', 'Adam Scott', 'Robin Tunney']",['Drama'],0
JAANE TU,75,Two best friends being convinced that they are not in love search for each other's love.,2008,155,120207800,23864597,Aamir Khan Productions,,7/4/2008,['Abbas Tyrewala'],"['Imran Khan', ""Genelia D'Souza"", 'Manjari Fadnnis', 'Ayaz Khan']","['Comedy', 'Drama', 'Romance']",0
FEMALE AGENTS,68,"London, 1944: SOE's section for French ops parachute 4 women into France, plus a woman there, to free an English geologist and kill SS colonel Heindrich.",2008,148,20584299,11149253,Les Chauves-Souris,TV-MA,3/5/2008,['Jean-Paul Salomé'],"['Sophie Marceau', 'Julie Depardieu', 'Moritz Bleibtreu', 'Marie Gillain']","['Drama', 'War']",0
COLLEGE,46,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,2008,94,8414546,7531599,Element Films,R,8/29/2008,['Deb Hagan'],"['Drake Bell', 'Kevin Covais', 'Andrew Lewis Caldwell', 'Andree Moss']",['Comedy'],0
UNTRACEABLE,62,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",2008,101,42072730,63630211,Screen Gems,R,1/25/2008,['Gregory Hoblit'],"['Diane Lane', 'Colin Hanks', 'Joseph Cross', 'Billy Burke']","['Crime', 'Mystery', 'Thriller']",0
CATFISH,71,Young filmmakers document their colleague's budding online friendship with a young woman and her family which leads to an unexpected series of discoveries.,2010,87,35607,4194166,Supermarché,PG-13,10/1/2010,"['Henry Joost', 'Ariel Schulman']","['Nev Schulman', 'Ariel Schulman', 'Henry Joost', 'Angela Wesselman-Pierce']","['Documentary', 'Drama', 'Mystery', 'Thriller']",0
MILLION DOLLAR ARM,70,A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,2014,124,27331183,42071934,Walt Disney Pictures,PG,5/16/2014,['Craig Gillespie'],"['Jon Hamm', 'Aasif Mandvi', 'Alan Arkin', 'Suraj Sharma']","['Biography', 'Drama', 'Sport']",0
THE EDGE OF SEVENTEEN,73,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",2016,104,9705129,20887616,Gracie Films,R,11/18/2016,['Kelly Fremon Craig'],"['Hailee Steinfeld', 'Haley Lu Richardson', 'Blake Jenner', 'Kyra Sedgwick']","['Comedy', 'Drama']",0
THE SHACK,63,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",2017,132,21117085,102356746,Summit Entertainment,PG-13,3/3/2017,['Stuart Hazeldine'],"['Sam Worthington', 'Octavia Spencer', 'Tim McGraw', 'Radha Mitchell']","['Drama', 'Fantasy']",0
LOGAN,81,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",2017,137,102417864,653763797,Twentieth Century Fox,R,3/3/2017,['James Mangold'],"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook']","['Action', 'Drama', 'Sci-Fi', 'Thriller']",0
SEE YOU UP THERE,75,"November 1919. Two soldiers - a disfigured but brilliant artist and an ex-accountant - start a memorial con. But in the France of the Roaring Twenties, their adventures soon turn dangerous.",2017,117,20853121,16994845,Stadenn Prod,TV-MA,10/25/2017,['Albert Dupontel'],"['Nahuel Pérez Biscayart', 'Albert Dupontel', 'Laurent Lafitte', 'Niels Arestrup']","['Comedy', 'Crime', 'Drama', 'War']",0
DYING TO SURVIVE,79,A story on how a small drug store owner became the exclusive selling agent of a cheap Indian generic drug against Chronic Granulocytic Leukemia in China.,2018,117,15460202,465025764,Beijing Culture,Unrated,8/9/2019,['Muye Wen'],"['Zheng Xu', 'Yiwei Zhou', 'Chuan-jun Wang', 'Zhuo Tan']","['Comedy', 'Drama']",0
LADY J,69,"Fooled by a notorious libertine, a widow plans her revenge.",2018,109,5153400,4266128,Moby Dick Films,TV-14,3/8/2019,['Emmanuel Mouret'],"['Cécile de France', 'Edouard Baer', 'Alice Isaaz', 'Natalia Dontcheva']","['Drama', 'Romance']",0
MOSCOW ON THE HUDSON,65,"A Russian saxophonist visiting New York with a circus troupe suddenly decides to defect from the USSR during a shopping trip to a department store, but he finds adjusting to American life more difficult than he imagined.",1984,115,32382512,62445250,Bavaria Film,R,4/6/1984,['Paul Mazursky'],"['Robin Williams', 'Maria Conchita Alonso', 'Cleavant Derricks', 'Alejandro Rey']","['Comedy', 'Drama', 'Romance']",0
WOMEN ON THE VERGE OF A NERVOUS BREAKDOWN,76,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,1988,88,1531426,15889921,Laurenfilm,R,11/11/1988,['Pedro Almodóvar'],"['Carmen Maura', 'Antonio Banderas', 'Julieta Serrano', 'Rossy de Palma']","['Comedy', 'Drama']",0
MOM AND DAD SAVE THE WORLD,54,"An alien Overlord plans to blow up the Earth but first, he snatches and proposes to marry an Earthman's wife.",1992,88,25825759,3752980,Home Box Office (HBO),PG,7/24/1992,['Greg Beeman'],"['Teri Garr', 'Jeffrey Jones', 'Jon Lovitz', 'Thalmus Rasulala']","['Adventure', 'Comedy', 'Family', 'Sci-Fi']",0
BEST OF THE BEST II,56,"The Colosseum is the fighting arena owned by the champion Bracus. Now after the death of their friend, Rhee and Roberts want revenge.",1993,101,12537557,11836684,Picture Securities,R,3/5/1993,['Robert Radler'],"['Eric Roberts', 'Phillip Rhee', 'Chris Penn', 'Edan Gross']","['Action', 'Crime', 'Drama', 'Thriller']",0
MRS DOUBTFIRE,70,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",1993,125,44776989,790378694,Twentieth Century Fox,PG-13,11/24/1993,['Chris Columbus'],"['Robin Williams', 'Sally Field', 'Pierce Brosnan', 'Harvey Fierstein']","['Comedy', 'Drama', 'Family']",0
STRIKING DISTANCE,58,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",1993,102,53732387,43179108,Columbia Pictures,R,9/17/1993,['Rowdy Herrington'],"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina', 'Tom Sizemore']","['Action', 'Crime', 'Mystery', 'Thriller']",0
JUDGE DREDD,56,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",1995,96,152841141,192738591,Hollywood Pictures,R,6/30/1995,['Danny Cannon'],"['Sylvester Stallone', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow']","['Action', 'Crime', 'Sci-Fi', 'Thriller']",0
SENSELESS,61,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,1998,93,23816963,20442733,Dimension Films,R,2/20/1998,['Penelope Spheeris'],"['Marlon Wayans', 'David Spade', 'Brad Dourif', 'Esther Scott']","['Comedy', 'Romance']",0
GIRLFIGHT,68,"Diana, without her father knowing it, trains as a boxer and achieves impressive success, blazing new trails for female boxers.",2000,110,1502967,2503985,Green/Renzi,R,10/6/2000,['Karyn Kusama'],"['Michelle Rodriguez', 'Douglas Santiago', 'Jamie Tirelli', 'Paul Calderon']","['Drama', 'Sport']",0
SORTED,62,A young lawyer gets more than he bargains for while investigating his brother's mysterious death.,2000,102,13526707,130340,Excell Film Agentur,R,10/6/2000,['Alexander Jovy'],"['Matthew Rhys', 'Sienna Guillory', 'Ben Moor', 'Claire Harman']",['Thriller'],0
FINDING NEMO,81,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",2003,100,132218663,1322682654,Pixar Animation Studios,G,5/30/2003,"['Andrew Stanton', 'Lee Unkrich']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']","['Animation', 'Adventure', 'Comedy', 'Family']",0
SUPERBABIES BABY GENIUSES 2,19,A group of smart-talking toddlers find themselves at the center of a media mogul's experiment to crack the code to baby talk. The toddlers must race against time for the sake of babies everywhere.,2004,88,27401905,12945542,ApolloMedia Distribution,PG,8/27/2004,['Bob Clark'],"['Jon Voight', 'Scott Baio', 'Vanessa Angel', 'Skyler Shaye']","['Comedy', 'Family', 'Sci-Fi']",1
CYPHER,68,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",2002,95,10789785,1292422,Pandora Cinema,R,1/18/2003,['Vincenzo Natali'],"['Jeremy Northam', 'Lucy Liu', 'Nigel Bennett', 'Timothy Webber']","['Mystery', 'Sci-Fi', 'Thriller']",0
1114,72,"The events leading up to an 11:14 p.m. car crash, from five very different perspectives.",2003,86,8439489,5360189,MDP Worldwide,R,8/20/2004,['Greg Marcks'],"['Henry Thomas', 'Colin Hanks', 'Ben Foster', 'Patrick Swayze']","['Crime', 'Drama', 'Mystery', 'Thriller']",0
AGENT CODY BANKS 2 DESTINATION LONDON,46,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",2004,100,35622477,39484769,Dylan Sellers Productions,PG,3/12/2004,['Kevin Allen'],"['Frankie Muniz', 'Anthony Anderson', 'Hannah Spearritt', 'Cynthia Stevenson']","['Action', 'Adventure', 'Comedy', 'Family', 'Romance', 'Sci-Fi']",0
DOWN IN THE VALLEY,64,"Set in the present-day San Fernando Valley, the project revolves around a delusional man who believes he's a cowboy and the relationship that he starts with a rebellious young woman.",2005,114,10601577,1133055,Element Films,R,12/9/2005,['David Jacobson'],"['Edward Norton', 'Evan Rachel Wood', 'David Morse', 'Rory Culkin']","['Drama', 'Romance', 'Thriller']",0
AQUAMARINE,54,Two teenage girls discover a mermaid in their beach club's swimming pool.,2006,110,15405416,29514155,Fox 2000 Pictures,PG,3/3/2006,['Elizabeth Allen Rosenbaum'],"['Emma Roberts', 'JoJo', 'Sara Paxton', 'Jake McDorman']","['Comedy', 'Family', 'Fantasy', 'Romance']",0
REIGN OVER ME,74,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,2007,124,24964647,27763669,Relativity Media,R,3/23/2007,['Mike Binder'],"['Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith', 'Liv Tyler']",['Drama'],0
THE COUNTERFEITERS,76,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII.",2007,99,5242576,23485134,Magnolia Filmproduktion,R,4/18/2008,['Stefan Ruzowitzky'],"['Karl Markovics', 'August Diehl', 'Devid Striesow', 'Martin Brambach']","['Crime', 'Drama', 'History', 'War']",0
THE COLONY,53,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",2013,95,17775709,356969,Alcina Pictures,Unrated,9/20/2013,['Jeff Renfroe'],"['Kevin Zegers', 'Laurence Fishburne', 'Bill Paxton', 'Charlotte Sullivan']","['Action', 'Sci-Fi', 'Thriller']",0
TALE 52,61,Love leads to madness when an unstable man falls for an unsuspecting woman in this thriller from Greece.,2008,97,120207,39804,Greek Film Center,,4/10/2008,['Alexis Alexiou'],"['Yorgos Kakanakis', 'Serafita Grigoriadou', 'Dafni Labroyanni', 'Orfeas Zafeiropoulos']","['Mystery', 'Thriller']",0
BUNRAKU,62,The story of a a young man who has spent his life searching for revenge only to find himself up against a bigger challenge than he originally bargained for.,2010,124,29672538,153948,Snoot Entertainment,R,11/30/2011,['Guy Moshe'],"['Josh Hartnett', 'Demi Moore', 'Woody Harrelson', 'Gackt']","['Action', 'Drama', 'Thriller']",0
ILYA AND THE ROBBER,69,"Ilya Muromets has to rescue his trusty horse Burushka and Kiev treasury from the greedy hands of famous bandit, Solovey-Razboynik.",2007,80,2496464,13094770,CTB Film Company,Unrated,12/28/2007,['Vladimir Toropchin'],"['Valeriy Solovyov', 'Sergey Makovetskiy', 'Oleg Tabakov', 'Ekaterina Gorokhovskaya']","['Animation', 'Adventure', 'Comedy', 'Family']",0
SUPER 8,70,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",2011,112,57529152,299262032,Paramount Pictures,PG-13,6/10/2011,['J.J. Abrams'],"['Elle Fanning', 'AJ Michalka', 'Kyle Chandler', 'Joel Courtney']","['Mystery', 'Sci-Fi', 'Thriller']",0
OUR PARADISE,60,"Dark, dangerous and supremely sexy, Our Paradise casts a thrilling glance at the lives of two rentboys in the heart of Paris.",2011,96,690349,2538,Alfama Films,Unrated,9/28/2011,['Gaël Morel'],"['Stéphane Rideau', 'Dimitri Durdaine', 'Béatrice Dalle', 'Didier Flamand']","['Crime', 'Drama', 'Romance']",0
NO GOOD DEED,56,An unstable escaped convict terrorizes a woman who is alone with her two children.,2014,84,14430864,59388704,Screen Gems,PG-13,9/12/2014,['Sam Miller'],"['Taraji P. Henson', 'Idris Elba', 'Leslie Bibb', 'Kate del Castillo']",['Thriller'],0
2359,46,"An army recruit was found dead during a 24km road march. After the death of the recruit, strange things started to happen, haunting all the soldiers in the barracks.",2011,78,690349,1390455,Gorylah Pictures,R,11/3/2011,['Gilbert Chan'],"['Tedd Chan', 'Stella Chung', 'Philip Hersh', 'Henley Hii']",['Horror'],0
SOME VELVET MORNING,58,"A man surprises his former mistress by claiming to have left his wife. However, before long, a dark history between the two comes into focus.",2013,84,2221963,7132,GO Productions,Unrated,12/10/2013,['Neil LaBute'],"['Stanley Tucci', 'Alice Eve']",['Drama'],0
KADHALIL SODHAPPUVADHU YEPPADI,71,"A boy and girl fall in and out of love, several times over.",2012,127,78907854,7392,Etaki Entertainment,,2/17/2012,['Balaji Mohan'],"['Siddharth', 'Amala Paul', 'Suresh', 'Ravi Raghavendra']","['Comedy', 'Romance']",0
STEP UP ALL IN,60,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",2014,112,49196129,94200362,Summit Entertainment,PG-13,8/8/2014,['Trish Sie'],"['Ryan Guzman', 'Briana Evigan', 'Adam Sevani', 'Misha Gabriel Hamilton']","['Drama', 'Music', 'Romance']",0
MAGI,54,"Olivia, A New York-based journalist travels to Turkey when she receives news that her sister Marla is pregnant. Marla recently ended a relationship but decides to keep the baby and that's when sinister things begin to occur.",2016,132,1186182,873708,J-Plan,,4/29/2016,['Hasan Karacadag'],"['Brianne Davis', 'Michael Madsen', 'Stephen Baldwin', 'Dragan Micanovic']",['Horror'],0
MUMMY IM A ZOMBIE,46,"In the sequel to DADDY, I'M A ZOMBIE, the fate of the planet is again in Dixie's hands as she fights to end a battle between the living and the dead, while also balancing her popularity and campaigning for student council.",2014,82,1967845,131,Abra Prod,PG,11/7/2014,"['Beñat Beitia', 'Ricardo Ramón', 'MJ Lallo']","['Paula Ribó', 'Núria Trifol', 'Ivan Labanda', 'Elisabeth Bergalló']",['Animation'],0
NEERJA,76,"Neerja is the story of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",2016,122,3127208,18998631,Bling Unplugged,Unrated,2/19/2016,['Ram Madhvani'],"['Sonam Kapoor', 'Shabana Azmi', 'Yogendra Tiku', 'Abrar Zahoor']","['Biography', 'Drama', 'Thriller']",0
CORPORATE,64,"Emilie is a bright young manager in HR for a huge agro-food company. Ambitious and dedicated, she is ready to put ruthless methods into practice to meet the requirements. But one day, one of the employees commits suicide in front of her.",2017,95,2475021,2132049,Kazak Productions,PG-13,4/5/2017,['Nicolas Silhol'],"['Céline Sallette', 'Lambert Wilson', 'Stéphane De Groodt', 'Violaine Fumeau']","['Drama', 'Thriller']",0
